Fecha,Producto,Región,Ventas
2024-04-29,D,Oeste,172
2024-06-23,C,Oeste,367
2024-01-23,D,Oeste,205
2024-07-31,B,Centro,443
2024-08-22,C,Centro,350
2024-01-13,C,Centro,370
2024-04-10,A,Norte,116
2024-01-24,A,Centro,442
2024-12-29,B,Oeste,182
2024-01-11,D,Sur,411
2024-09-29,D,Centro,443
2024-10-07,B,Sur,189
2024-04-03,C,Oeste,131
2024-07-19,B,Centro,107
2024-01-21,B,Norte,198
2024-12-05,C,Norte,454
2024-07-29,D,Sur,498
2024-05-19,B,Norte,180
2024-10-19,D,Norte,118
2024-10-24,B,Norte,394
2024-04-10,C,Oeste,299
2024-10-30,C,Norte,369
2024-12-24,A,Este,226
2024-01-28,C,Centro,121
2024-02-10,A,Norte,66
2024-12-20,B,Norte,378
2024-10-29,D,Norte,209
2024-05-25,C,Este,119
2024-09-12,C,Norte,162
2024-08-14,C,Norte,281
2024-08-23,B,Centro,70
2024-12-26,A,Este,184
2024-01-13,B,Este,312
2024-07-28,D,Norte,160
2024-08-16,B,Este,295
2024-04-09,D,Sur,332
2024-01-31,C,Este,57
2024-01-16,D,Este,333
2024-05-16,D,Este,256
2024-11-24,A,Oeste,243
2024-06-14,D,Oeste,96
2024-11-05,D,Oeste,391
2024-04-09,B,Este,291
2024-04-18,C,Sur,59
2024-12-08,B,Este,419
2024-06-21,B,Norte,338
2024-08-24,C,Sur,440
2024-06-10,C,Oeste,180
2024-08-03,D,Centro,319
2024-09-20,D,Sur,477
2024-09-19,A,Oeste,351
2024-10-18,B,Sur,110
2024-09-30,C,Sur,213
2024-01-03,D,Este,62
2024-01-28,C,Norte,321
2024-11-21,D,Centro,257
2024-05-28,A,Oeste,295
2024-01-28,A,Sur,182
2024-11-05,C,Centro,293
2024-03-05,A,Sur,343
2024-12-21,C,Norte,483
2024-01-21,D,Centro,87
2024-09-08,B,Oeste,408
2024-08-22,A,Sur,105
2024-08-14,D,Norte,368
2024-01-13,B,Centro,425
2024-11-08,B,Sur,97
2024-02-18,B,Sur,154
2024-04-27,D,Oeste,108
2024-02-23,D,Norte,126
2024-05-17,C,Este,477
2024-02-22,B,Sur,267
2024-02-13,B,Centro,432
2024-10-29,B,Oeste,104
2024-02-22,C,Oeste,104
2024-03-14,B,Sur,178
2024-02-15,D,Sur,441
2024-01-13,B,Sur,432
2024-06-13,A,Este,437
2024-04-11,D,Sur,134
2024-10-06,C,Norte,263
2024-09-14,B,Centro,164
2024-12-02,A,Sur,486
2024-12-21,C,Este,363
2024-05-17,C,Centro,342
2024-06-11,D,Oeste,98
2024-04-20,C,Sur,116
2024-04-11,C,Centro,324
2024-01-17,C,Oeste,178
2024-09-24,C,Este,78
2024-06-30,B,Norte,392
2024-01-24,B,Sur,82
2024-01-29,B,Norte,168
2024-06-19,B,Este,229
2024-08-15,A,Centro,474
2024-07-06,B,Centro,200
2024-12-11,C,Este,182
2024-08-17,B,Este,376
2024-11-16,B,Sur,234
2024-12-05,D,Oeste,183
2024-04-28,C,Norte,226
2024-06-04,B,Norte,71
2024-09-28,B,Centro,290
2024-06-23,B,Centro,126
2024-04-13,A,Sur,253
2024-04-01,B,Este,53
2024-07-04,D,Norte,377
2024-10-09,C,Sur,497
2024-06-29,C,Centro,214
2024-06-18,B,Centro,464
2024-07-05,B,Norte,470
2024-06-23,B,Centro,177
2024-08-09,C,Centro,94
2024-08-20,C,Oeste,267
2024-06-10,A,Este,284
2024-05-13,D,Centro,185
2024-08-11,A,Oeste,217
2024-06-01,D,Sur,286
2024-02-02,A,Centro,142
2024-02-24,C,Sur,54
2024-01-07,A,Centro,205
2024-08-31,D,Norte,294
2024-11-08,B,Oeste,409
2024-05-05,D,Oeste,130
2024-01-12,B,Norte,296
2024-01-16,C,Este,392
2024-07-26,D,Oeste,186
2024-02-12,A,Sur,435
2024-05-14,D,Oeste,112
2024-08-15,B,Este,356
2024-04-20,C,Sur,165
2024-11-02,A,Sur,162
2024-06-08,D,Norte,80
2024-11-26,B,Centro,56
2024-09-20,A,Norte,463
2024-08-12,C,Centro,491
2024-08-04,A,Norte,52
2024-02-14,C,Centro,356
2024-08-01,A,Oeste,292
2024-02-28,D,Sur,105
2024-05-11,B,Centro,122
2024-04-13,D,Oeste,59
2024-07-13,D,Este,110
2024-06-05,C,Norte,99
2024-04-07,C,Este,171
2024-08-13,C,Oeste,224
2024-07-23,D,Este,50
2024-03-19,A,Este,490
2024-05-03,A,Oeste,87
2024-08-05,D,Sur,239
2024-01-04,D,Centro,128
2024-03-30,B,Norte,394
2024-04-13,C,Centro,387
2024-04-28,C,Norte,498
2024-05-12,D,Centro,239
2024-11-07,D,Este,233
2024-04-05,A,Sur,116
2024-11-26,D,Este,66
2024-05-22,A,Sur,432
2024-10-14,D,Oeste,417
2024-01-28,B,Norte,441
2024-10-04,B,Norte,365
2024-08-20,A,Oeste,345
2024-01-17,C,Centro,258
2024-02-28,B,Oeste,394
2024-03-30,A,Oeste,495
2024-07-17,D,Sur,90
2024-12-27,D,Oeste,445
2024-01-26,A,Norte,164
2024-01-25,C,Este,149
2024-10-27,A,Sur,422
2024-12-04,A,Sur,487
2024-09-23,B,Centro,394
2024-06-29,A,Este,398
2024-12-25,A,Sur,188
2024-03-08,D,Oeste,365
2024-12-16,B,Sur,373
2024-11-16,D,Sur,383
2024-02-18,D,Sur,351
2024-06-23,C,Centro,343
2024-02-21,C,Sur,494
2024-04-11,B,Sur,66
2024-08-03,B,Centro,371
2024-07-06,C,Este,341
2024-02-26,C,Norte,123
2024-02-16,C,Centro,312
2024-06-07,C,Centro,65
2024-06-22,C,Sur,63
2024-08-29,D,Sur,385
2024-10-08,B,Norte,330
2024-08-28,D,Sur,410
2024-01-05,D,Oeste,53
2024-03-24,A,Sur,462
2024-11-03,D,Sur,176
2024-12-26,C,Oeste,361
2024-09-04,C,Norte,55
2024-02-23,A,Oeste,178
2024-06-09,A,Centro,472
2024-08-13,A,Oeste,434
2024-01-15,A,Este,420
2024-08-11,A,Centro,281
2024-03-01,D,Sur,496
2024-05-01,A,Centro,362
2024-10-03,D,Norte,244
2024-02-15,B,Norte,114
2024-10-20,A,Oeste,370
2024-03-02,A,Centro,152
2024-03-26,D,Sur,326
2024-07-28,B,Norte,207
2024-03-18,D,Sur,273
2024-07-20,D,Este,338
2024-10-28,A,Norte,481
2024-08-10,C,Oeste,327
2024-08-09,C,Este,231
2024-01-03,D,Centro,415
2024-01-06,A,Sur,53
2024-04-02,B,Norte,264
2024-01-08,C,Este,488
2024-08-22,B,Este,477
2024-04-17,C,Norte,266
2024-06-09,A,Centro,445
2024-07-27,D,Centro,258
2024-08-27,B,Oeste,123
2024-11-26,B,Centro,276
2024-11-28,D,Oeste,424
2024-02-19,B,Este,485
2024-01-11,C,Norte,142
2024-12-16,D,Centro,114
2024-06-04,C,Oeste,370
2024-03-10,C,Este,59
2024-06-17,A,Centro,451
2024-09-28,C,Sur,352
2024-03-08,A,Este,371
2024-12-20,B,Centro,354
2024-09-08,B,Este,327
2024-02-17,A,Norte,135
2024-07-02,C,Norte,75
2024-11-15,D,Norte,267
2024-07-05,D,Sur,442
2024-03-30,A,Norte,454
2024-11-27,B,Sur,144
2024-05-18,B,Norte,293
2024-12-22,D,Este,496
2024-03-29,A,Centro,156
2024-09-30,D,Centro,439
2024-01-19,C,Norte,297
2024-11-06,C,Centro,63
2024-12-23,A,Norte,210
2024-06-02,A,Norte,120
2024-09-16,C,Oeste,201
2024-04-17,B,Oeste,124
2024-10-11,A,Oeste,425
2024-02-28,C,Sur,264
2024-05-04,C,Oeste,417
2024-12-19,B,Norte,100
2024-09-29,B,Este,435
2024-04-16,B,Oeste,192
2024-10-25,B,Oeste,468
2024-09-01,D,Este,85
2024-12-01,B,Norte,423
2024-09-03,D,Sur,216
2024-01-08,A,Oeste,285
2024-05-20,C,Este,309
2024-12-27,D,Norte,241
2024-01-08,A,Centro,251
2024-12-17,A,Sur,311
2024-04-03,D,Este,234
2024-11-16,A,Este,207
2024-02-08,A,Este,295
2024-03-21,D,Oeste,159
2024-07-05,A,Centro,148
2024-03-24,B,Sur,290
2024-03-28,B,Norte,251
2024-08-29,C,Norte,171
2024-12-07,A,Centro,166
2024-04-02,C,Este,145
2024-03-26,B,Este,283
2024-02-13,B,Este,116
2024-05-16,B,Este,425
2024-03-14,A,Este,267
2024-02-05,A,Centro,64
2024-04-10,B,Oeste,322
2024-06-04,C,Sur,268
2024-09-11,C,Este,323
2024-06-19,D,Oeste,420
2024-08-03,B,Norte,196
2024-06-18,C,Centro,381
2024-09-08,B,Oeste,393
2024-12-25,C,Este,201
2024-11-17,D,Este,396
2024-02-24,D,Este,353
2024-03-31,B,Oeste,463
2024-10-04,C,Este,64
2024-04-10,A,Oeste,480
2024-06-03,D,Este,428
2024-12-14,B,Norte,432
2024-12-29,B,Norte,477
2024-05-20,C,Sur,403
2024-06-21,B,Este,460
2024-01-10,D,Este,133
2024-08-15,B,Oeste,241
2024-09-21,B,Oeste,90
2024-09-04,A,Este,401
2024-09-03,A,Sur,373
2024-06-03,D,Este,310
2024-02-03,C,Oeste,358
2024-05-08,A,Este,427
2024-06-08,C,Oeste,185
2024-03-29,D,Este,327
2024-04-02,A,Centro,155
2024-11-22,C,Oeste,56
2024-08-28,A,Sur,455
2024-11-18,D,Centro,351
2024-04-26,D,Este,79
2024-04-03,A,Oeste,175
2024-06-11,C,Centro,406
2024-04-08,B,Sur,449
2024-04-22,B,Oeste,128
2024-12-24,A,Centro,438
2024-03-31,C,Centro,116
2024-12-11,B,Centro,72
2024-07-24,D,Norte,238
2024-01-17,C,Este,123
2024-09-30,B,Oeste,54
2024-06-21,C,Oeste,456
2024-04-25,A,Oeste,131
2024-12-14,C,Centro,74
2024-06-29,B,Este,313
2024-03-31,A,Sur,454
2024-03-22,C,Oeste,51
2024-11-19,D,Este,327
2024-04-23,B,Este,377
2024-09-13,A,Norte,392
2024-02-27,C,Oeste,273
2024-06-02,D,Centro,121
2024-12-30,B,Este,117
2024-04-25,D,Este,369
2024-12-08,C,Sur,143
2024-09-22,C,Norte,68
2024-11-10,A,Este,177
2024-07-21,D,Este,392
2024-02-10,A,Centro,131
2024-04-14,B,Centro,303
2024-07-11,A,Sur,486
2024-10-04,B,Sur,270
2024-12-19,C,Sur,392
2024-08-24,C,Centro,146
2024-08-08,D,Centro,101
2024-03-08,B,Norte,224
2024-07-15,C,Oeste,387
2024-09-12,D,Oeste,231
2024-05-18,D,Norte,477
2024-11-07,A,Oeste,402
2024-05-28,D,Centro,440
2024-04-08,C,Oeste,164
2024-03-16,A,Centro,397
2024-10-08,B,Norte,50
2024-04-18,B,Sur,112
2024-07-06,C,Norte,297
2024-07-17,C,Oeste,280
2024-10-29,A,Centro,275
2024-11-22,A,Oeste,472
2024-06-02,C,Oeste,68
2024-02-09,C,Sur,80
2024-05-12,B,Oeste,382
2024-05-11,B,Sur,170
2024-10-05,B,Centro,73
2024-12-27,C,Centro,374
2024-03-24,D,Sur,260
2024-08-29,C,Norte,498
2024-04-25,C,Centro,210
2024-04-18,B,Norte,304
2024-08-08,C,Centro,108
2024-02-10,A,Centro,163
2024-05-26,C,Este,466
2024-04-21,C,Oeste,209
2024-04-12,C,Oeste,492
2024-02-15,C,Norte,269
2024-11-19,D,Oeste,406
2024-09-27,C,Norte,218
2024-07-13,A,Centro,61
2024-10-06,A,Este,291
2024-10-09,C,Este,424
2024-02-09,B,Centro,188
2024-07-07,D,Sur,146
2024-06-12,C,Sur,196
2024-01-24,C,Oeste,231
2024-01-24,C,Norte,106
2024-01-04,B,Este,91
2024-11-18,B,Oeste,403
2024-10-16,B,Centro,248
2024-06-29,D,Este,80
2024-09-04,A,Norte,229
2024-04-25,D,Norte,51
2024-10-05,B,Sur,471
2024-12-30,A,Oeste,337
2024-03-09,A,Centro,187
2024-12-16,B,Este,154
2024-09-10,B,Norte,441
2024-06-29,D,Este,267
2024-11-13,B,Centro,271
2024-06-17,A,Este,380
2024-11-08,C,Oeste,154
2024-09-05,B,Sur,453
2024-07-06,B,Este,453
2024-02-23,D,Sur,176
2024-11-21,D,Centro,314
2024-12-22,B,Sur,249
2024-11-08,A,Este,301
2024-05-17,A,Este,64
2024-06-16,C,Norte,275
2024-04-12,B,Este,402
2024-03-25,D,Sur,154
2024-11-12,A,Norte,282
2024-07-30,C,Este,368
2024-01-03,B,Este,268
2024-06-27,A,Centro,326
2024-12-07,B,Norte,310
2024-10-29,B,Centro,430
2024-11-27,A,Centro,468
2024-02-07,A,Centro,390
2024-08-26,A,Oeste,418
2024-06-17,B,Centro,481
2024-12-08,B,Sur,385
2024-11-09,C,Este,239
2024-11-01,D,Oeste,421
2024-01-30,B,Centro,468
2024-07-08,D,Este,247
2024-12-22,A,Norte,402
2024-01-25,B,Norte,326
2024-04-21,C,Este,385
2024-07-24,C,Sur,88
2024-07-03,D,Este,211
2024-02-16,A,Este,170
2024-08-15,D,Oeste,429
2024-02-08,A,Norte,448
2024-01-16,C,Norte,311
2024-01-22,D,Centro,499
2024-07-31,C,Este,265
2024-11-05,C,Este,361
2024-05-28,A,Sur,98
2024-08-28,D,Norte,141
2024-09-28,D,Sur,178
2024-02-28,C,Oeste,370
2024-10-13,C,Centro,77
2024-07-20,A,Sur,405
2024-02-01,B,Norte,197
2024-06-10,B,Oeste,481
2024-09-11,C,Este,377
2024-09-10,B,Oeste,114
2024-01-09,B,Sur,267
2024-05-18,B,Norte,100
2024-01-10,B,Sur,476
2024-08-01,C,Este,354
2024-09-29,B,Este,458
2024-11-19,B,Norte,123
2024-02-17,A,Centro,474
2024-04-20,C,Oeste,248
2024-06-01,D,Oeste,241
2024-05-02,D,Este,238
2024-12-22,A,Sur,61
2024-04-11,A,Sur,288
2024-08-28,C,Centro,409
2024-11-16,D,Sur,130
2024-07-09,B,Oeste,432
2024-08-04,A,Sur,319
2024-02-20,D,Centro,339
2024-10-18,C,Oeste,97
2024-03-21,B,Sur,366
2024-03-28,C,Oeste,258
2024-07-12,A,Este,84
2024-04-13,D,Este,168
2024-09-27,D,Este,114
2024-04-05,D,Sur,364
2024-07-16,D,Centro,291
2024-01-01,B,Oeste,85
2024-06-15,B,Norte,301
2024-05-05,C,Este,452
2024-11-08,B,Este,292
2024-03-21,A,Norte,91
2024-09-07,A,Norte,118
2024-06-17,D,Sur,452
2024-03-13,A,Oeste,156
2024-05-20,C,Este,88
2024-03-10,B,Centro,118
2024-09-18,B,Sur,229
2024-12-05,B,Sur,61
2024-11-03,A,Centro,388
2024-09-01,B,Centro,480
2024-01-03,D,Centro,253
2024-12-02,D,Norte,85
2024-03-03,D,Este,175
2024-02-18,A,Norte,112
2024-03-16,B,Este,381
2024-06-23,A,Norte,131
2024-04-18,B,Oeste,356
2024-07-01,C,Este,348
2024-07-10,C,Sur,83
2024-03-05,A,Este,289
2024-12-02,D,Este,146
2024-09-27,A,Este,98
2024-04-09,D,Oeste,195
2024-02-01,B,Norte,174
2024-12-17,D,Sur,238
2024-05-07,D,Norte,106
2024-12-04,B,Norte,398
2024-02-12,C,Centro,158
2024-03-18,B,Oeste,54
2024-11-09,A,Centro,73
2024-10-15,A,Oeste,270
2024-09-26,A,Norte,497
2024-06-10,A,Norte,364
2024-07-07,A,Oeste,343
2024-09-03,C,Norte,466
2024-08-03,C,Norte,59
2024-11-10,D,Sur,214
2024-12-04,A,Centro,264
2024-06-16,B,Centro,175
2024-12-04,A,Centro,316
2024-07-11,C,Este,329
2024-10-09,A,Sur,137
2024-12-01,C,Centro,163
2024-01-13,D,Centro,70
2024-08-27,D,Sur,197
2024-11-15,D,Norte,294
2024-05-26,C,Centro,315
2024-07-22,A,Norte,266
2024-03-20,A,Centro,480
2024-02-12,B,Oeste,289
2024-03-29,C,Este,480
2024-05-27,B,Centro,448
2024-04-04,D,Oeste,477
2024-05-30,A,Sur,281
2024-01-02,C,Oeste,281
2024-01-22,B,Sur,291
2024-11-08,B,Centro,239
2024-11-23,B,Sur,439
2024-01-07,A,Oeste,278
2024-07-24,A,Este,115
2024-04-23,A,Norte,427
2024-09-28,C,Norte,437
2024-03-23,A,Este,328
2024-06-27,C,Norte,318
2024-07-28,B,Centro,258
2024-11-23,B,Centro,464
2024-05-03,D,Oeste,65
2024-04-22,A,Oeste,346
2024-01-12,B,Sur,269
2024-05-05,A,Oeste,306
2024-02-22,C,Centro,416
2024-11-26,B,Oeste,317
2024-10-09,A,Norte,278
2024-05-19,B,Sur,168
2024-04-06,B,Sur,489
2024-01-05,A,Centro,227
2024-02-26,B,Oeste,69
2024-11-29,B,Norte,499
2024-03-09,B,Oeste,85
2024-04-27,B,Este,384
2024-02-28,C,Oeste,471
2024-02-02,B,Centro,455
2024-11-13,D,Oeste,157
2024-02-19,B,Sur,238
2024-01-19,A,Norte,227
2024-08-01,D,Centro,145
2024-07-15,C,Este,364
2024-02-16,D,Norte,69
2024-06-15,D,Norte,213
2024-10-15,D,Sur,431
2024-05-20,A,Sur,146
2024-03-24,A,Sur,192
2024-06-30,A,Centro,111
2024-03-19,C,Oeste,291
2024-08-02,A,Norte,287
2024-01-14,A,Oeste,180
2024-08-02,D,Oeste,142
2024-05-07,A,Sur,140
2024-11-05,B,Oeste,182
2024-09-04,A,Norte,172
2024-01-29,C,Norte,489
2024-10-06,C,Este,464
2024-12-03,B,Centro,391
2024-11-14,C,Oeste,468
2024-07-20,C,Centro,167
2024-12-26,D,Centro,247
2024-02-26,B,Centro,331
2024-08-05,D,Centro,423
2024-03-02,D,Norte,50
2024-06-05,A,Oeste,260
2024-07-20,B,Este,312
2024-01-17,A,Centro,469
2024-11-17,A,Este,381
2024-01-06,D,Norte,261
2024-02-27,C,Norte,136
2024-11-20,B,Sur,202
2024-11-13,C,Centro,399
2024-06-17,D,Sur,236
2024-03-22,D,Este,110
2024-08-06,D,Oeste,334
2024-06-25,D,Sur,144
2024-07-22,D,Norte,323
2024-03-11,D,Centro,90
2024-09-22,C,Este,196
2024-04-07,A,Norte,295
2024-12-10,C,Oeste,181
2024-10-17,B,Centro,498
2024-07-26,C,Oeste,346
2024-01-02,D,Oeste,172
2024-05-03,C,Centro,192
2024-10-06,A,Centro,231
2024-03-14,B,Oeste,241
2024-06-14,C,Este,448
2024-01-22,A,Centro,256
2024-06-02,C,Norte,483
2024-10-21,B,Sur,280
2024-08-06,C,Este,71
2024-06-05,D,Centro,451
2024-08-17,C,Centro,129
2024-01-20,A,Este,179
2024-02-10,C,Sur,341
2024-05-27,A,Oeste,325
2024-04-17,B,Norte,449
2024-03-24,C,Centro,372
2024-11-17,B,Sur,425
2024-11-04,B,Norte,463
2024-10-16,C,Este,104
2024-11-18,A,Centro,115
2024-05-13,B,Oeste,276
2024-07-25,B,Este,75
2024-10-09,C,Centro,490
2024-09-22,C,Sur,302
2024-03-13,C,Norte,246
2024-12-17,C,Norte,179
2024-02-17,C,Centro,292
2024-11-21,D,Este,361
2024-08-20,C,Oeste,261
2024-04-09,A,Sur,239
2024-02-28,B,Centro,339
2024-09-14,A,Sur,275
2024-03-05,A,Norte,295
2024-03-23,D,Oeste,105
2024-06-02,C,Sur,104
2024-09-22,B,Centro,325
2024-11-04,A,Oeste,355
2024-03-19,C,Este,458
2024-11-10,C,Centro,389
2024-05-29,D,Sur,202
2024-02-17,D,Oeste,102
2024-09-04,D,Centro,447
2024-10-04,B,Oeste,493
2024-12-21,A,Oeste,160
2024-04-07,D,Oeste,476
2024-01-25,D,Sur,495
2024-10-10,D,Centro,253
2024-10-27,A,Norte,161
2024-03-08,A,Norte,374
2024-01-07,D,Sur,496
2024-10-31,D,Sur,307
2024-05-16,C,Oeste,487
2024-06-12,D,Centro,65
2024-03-23,B,Centro,488
2024-05-17,B,Este,399
2024-03-13,D,Este,476
2024-08-24,A,Norte,494
2024-02-15,C,Este,215
2024-04-15,A,Este,350
2024-10-14,D,Norte,431
2024-09-18,B,Norte,484
2024-06-24,C,Este,475
2024-06-14,A,Centro,329
2024-05-24,A,Este,420
2024-11-25,D,Oeste,207
2024-10-09,C,Oeste,470
2024-02-23,B,Oeste,298
2024-06-26,D,Sur,428
2024-08-31,C,Oeste,230
2024-12-06,A,Centro,240
2024-05-06,D,Sur,188
2024-09-27,A,Sur,127
2024-05-11,A,Oeste,456
2024-04-02,D,Este,422
2024-03-13,D,Norte,385
2024-09-04,D,Este,99
2024-12-13,D,Este,134
2024-09-29,D,Sur,232
2024-02-12,A,Sur,232
2024-02-10,B,Sur,53
2024-06-18,B,Centro,487
2024-07-30,D,Centro,366
2024-06-16,A,Norte,160
2024-02-08,B,Sur,383
2024-09-01,B,Oeste,388
2024-05-30,B,Sur,300
2024-04-20,A,Centro,182
2024-02-16,D,Sur,149
2024-03-03,D,Centro,451
2024-08-12,D,Sur,221
2024-12-31,C,Oeste,336
2024-03-09,C,Norte,168
2024-10-25,C,Oeste,399
2024-10-16,A,Centro,454
2024-10-22,B,Este,224
2024-07-21,B,Oeste,79
2024-03-01,A,Sur,104
2024-11-13,A,Norte,410
2024-11-09,D,Sur,245
2024-06-09,D,Sur,90
2024-11-26,C,Oeste,222
2024-01-16,C,Norte,379
2024-12-03,A,Este,268
2024-04-03,C,Sur,257
2024-10-30,B,Norte,207
2024-05-17,A,Este,382
2024-12-03,A,Sur,277
2024-02-07,B,Norte,134
2024-05-06,D,Oeste,222
2024-10-01,D,Sur,294
2024-06-12,B,Sur,409
2024-11-14,B,Norte,222
2024-03-17,C,Sur,384
2024-06-22,A,Este,261
2024-12-23,C,Sur,133
2024-11-16,B,Centro,222
2024-03-31,C,Este,232
2024-08-25,B,Norte,492
2024-09-20,C,Este,182
2024-06-27,C,Centro,429
2024-07-27,D,Centro,337
2024-03-13,B,Sur,311
2024-04-16,C,Sur,399
2024-12-10,A,Oeste,331
2024-10-21,C,Este,342
2024-10-10,C,Oeste,318
2024-12-18,A,Centro,398
2024-06-30,B,Sur,246
2024-02-06,D,Sur,74
2024-05-16,D,Sur,190
2024-12-03,D,Norte,272
2024-02-25,A,Centro,69
2024-07-05,C,Sur,296
2024-12-06,B,Centro,377
2024-09-14,C,Sur,493
2024-02-27,D,Este,250
2024-12-28,C,Centro,454
2024-05-02,A,Oeste,164
2024-07-06,A,Norte,432
2024-08-17,B,Oeste,238
2024-06-16,B,Centro,75
2024-04-23,D,Sur,103
2024-09-08,B,Centro,219
2024-04-16,C,Norte,444
2024-02-06,A,Centro,470
2024-11-30,A,Sur,430
2024-04-01,A,Oeste,60
2024-01-18,B,Este,76
2024-12-19,A,Oeste,399
2024-03-03,A,Sur,132
2024-05-29,A,Sur,339
2024-05-18,D,Norte,87
2024-07-04,D,Centro,494
2024-07-03,B,Centro,136
2024-07-23,A,Oeste,486
2024-09-16,B,Este,370
2024-08-01,A,Este,436
2024-09-12,A,Norte,205
2024-05-14,A,Sur,447
2024-03-01,B,Norte,357
2024-12-28,B,Centro,335
2024-11-05,A,Sur,235
2024-03-28,C,Norte,231
2024-11-19,B,Oeste,418
2024-07-25,D,Centro,192
2024-05-08,B,Este,471
2024-11-06,A,Norte,255
2024-01-03,C,Centro,191
2024-08-29,A,Centro,234
2024-04-30,D,Este,492
2024-04-11,B,Este,290
2024-02-07,B,Este,57
2024-12-06,A,Norte,121
2024-05-12,A,Este,452
2024-07-20,D,Oeste,337
2024-12-13,C,Centro,144
2024-01-21,D,Este,206
2024-08-29,C,Centro,90
2024-04-18,B,Sur,380
2024-10-29,C,Sur,350
2024-03-24,C,Este,318
2024-03-23,B,Centro,204
2024-10-17,B,Sur,324
2024-03-09,B,Este,203
2024-05-08,D,Centro,102
2024-07-14,B,Este,228
2024-05-19,A,Centro,470
2024-10-09,B,Sur,289
2024-11-07,B,Este,186
2024-08-21,B,Sur,304
2024-01-23,C,Este,273
2024-06-01,D,Norte,229
2024-10-03,B,Sur,231
2024-03-01,D,Sur,308
2024-11-14,A,Oeste,292
2024-02-21,A,Sur,145
2024-12-09,B,Centro,246
2024-06-01,A,Este,441
2024-08-24,D,Norte,63
2024-11-06,C,Centro,169
2024-10-28,B,Centro,436
2024-02-01,A,Centro,457
2024-02-24,D,Centro,318
2024-12-17,D,Norte,220
2024-02-05,A,Oeste,462
2024-04-19,D,Sur,121
2024-06-25,D,Centro,228
2024-12-27,B,Sur,219
2024-11-09,D,Sur,208
2024-10-21,A,Centro,496
2024-12-01,B,Oeste,203
2024-04-06,A,Sur,451
2024-07-31,C,Este,131
2024-11-12,A,Sur,106
2024-05-16,A,Centro,56
2024-01-06,B,Norte,161
2024-04-18,D,Sur,97
2024-02-04,A,Oeste,129
2024-02-08,B,Este,424
2024-05-29,C,Este,425
2024-04-27,B,Norte,365
2024-09-17,B,Norte,82
2024-03-27,D,Sur,164
2024-03-16,A,Centro,433
2024-11-08,C,Oeste,52
2024-08-01,B,Este,53
2024-10-11,A,Norte,405
2024-08-26,A,Oeste,309
2024-06-13,B,Centro,91
2024-03-27,A,Este,58
2024-05-20,B,Este,356
2024-06-08,B,Centro,194
2024-02-15,B,Este,450
2024-04-21,C,Centro,146
2024-02-14,B,Este,325
2024-09-03,D,Sur,191
2024-04-13,A,Centro,327
2024-03-25,C,Oeste,485
2024-05-13,A,Sur,76
2024-04-17,C,Oeste,92
2024-01-18,D,Este,180
2024-04-03,C,Oeste,265
2024-05-29,C,Sur,143
2024-09-02,C,Centro,57
2024-10-15,A,Norte,135
2024-07-27,B,Oeste,394
2024-05-05,A,Norte,187
2024-08-22,B,Oeste,418
2024-05-01,A,Oeste,462
2024-05-17,D,Centro,473
2024-04-24,D,Este,295
2024-06-10,C,Sur,498
2024-07-19,D,Sur,70
2024-08-21,C,Sur,457
2024-01-28,B,Este,493
2024-01-11,D,Norte,459
2024-07-24,B,Sur,314
2024-06-15,A,Norte,197
2024-09-03,B,Este,233
2024-02-16,A,Este,276
2024-09-02,B,Centro,341
2024-05-06,B,Sur,85
2024-05-26,D,Centro,295
2024-04-27,B,Sur,122
2024-05-31,D,Este,199
2024-03-12,D,Este,50
2024-12-28,C,Oeste,118
2024-05-16,C,Oeste,342
2024-06-23,A,Este,279
2024-10-15,B,Este,260
2024-01-19,A,Norte,121
2024-07-13,B,Norte,412
2024-11-25,C,Centro,145
2024-06-23,C,Oeste,446
2024-12-19,B,Oeste,133
2024-05-20,B,Este,277
2024-09-02,C,Este,348
2024-04-02,C,Centro,285
2024-08-26,A,Oeste,342
2024-07-23,C,Norte,271
2024-02-17,B,Sur,272
2024-09-01,A,Centro,330
2024-11-15,B,Sur,270
2024-11-12,D,Norte,265
2024-10-21,A,Norte,280
2024-05-07,B,Sur,454
2024-12-09,C,Centro,218
2024-10-08,D,Sur,378
2024-01-17,B,Centro,475
2024-03-11,A,Centro,91
2024-09-25,B,Este,307
2024-11-20,D,Oeste,245
2024-10-08,A,Oeste,441
2024-10-31,D,Norte,145
2024-01-07,B,Este,366
2024-11-09,C,Oeste,63
2024-10-31,C,Centro,162
2024-04-12,B,Centro,126
2024-11-04,B,Sur,326
2024-07-11,B,Sur,457
2024-08-28,A,Centro,483
2024-03-02,D,Centro,478
2024-01-17,D,Sur,497
2024-06-19,D,Oeste,369
2024-01-25,B,Norte,459
2024-09-07,D,Sur,209
2024-09-09,B,Oeste,362
2024-07-25,A,Oeste,168
2024-01-29,C,Oeste,486
2024-04-26,B,Este,210
2024-10-08,B,Este,357
2024-05-23,C,Oeste,400
2024-01-25,C,Centro,195
2024-11-05,A,Este,212
2024-06-04,D,Sur,445
2024-03-13,B,Este,228
2024-04-29,D,Centro,138
2024-11-07,B,Norte,272
2024-11-16,A,Este,315
2024-04-02,C,Oeste,288
2024-03-26,A,Oeste,357
2024-12-01,C,Oeste,83
2024-12-29,D,Norte,420
2024-04-27,D,Centro,216
2024-08-20,A,Sur,441
